MethodicId;TubeNumber;ChanelName;MethodicName;Status;MethodicSteps;Data
287e6143-985b-42d1-9fde-40f766d99020;50.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2116.406 2101.51 2102.115 2102.719 2101.844 2103.906 2099.344 2103.896 2105.198 2104.948 2105.979 2106.781 2105.177 2107.802 2102.396 2105.906 2107.271 2106.813 2107.51 2107.125 2107.292 2104.167 2105.094 2104.469 2110.021 2109.063 2119.625 2126.823 2140.677 2169.885 2226.75 2331.333 2491.417 2716.938 2986.656 3233.76 3444.469 3574.24 3665.396 3719.479 3759.167 3761.844 3775.313 3779.26 3778.802]
287e6143-985b-42d1-9fde-40f766d99020;50.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2274.344 2230.917 2234.99 2238.427 2240.229 2237.063 2242.833 2237.344 2243.063 2242 2239.021 2239.917 2246.75 2245.646 2243.99 2247.052 2245.302 2245.708 2246.917 2247.49 2248.323 2249.26 2250.479 2245.083 2250.344 2252.729 2254.51 2263.448 2277.302 2295.292 2336.938 2404.104 2509.365 2653.385 2812.448 2948.125 3041.885 3105.031 3147.385 3180.021 3193.333 3205.99 3211.385 3220.5 3219.333]
287e6143-985b-42d1-9fde-40f766d99020;51.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2110.375 2098.198 2096.469 2101.125 2094.99 2099.115 2097.375 2093.885 2095.979 2101.417 2094.854 2096.885 2100.042 2098.802 2098.719 2099.365 2097.781 2098.896 2100.927 2103.979 2104.458 2107.198 2120.031 2135.927 2171.51 2234.802 2339 2506.417 2726.396 2966.76 3190.885 3366.771 3493.969 3572.26 3610.031 3642.938 3650.51 3657.323 3660.167 3671.667 3676.302 3677.542 3680.26 3674.75 3677.979]
287e6143-985b-42d1-9fde-40f766d99020;51.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2264 2224.865 2228.969 2230.094 2226.688 2228.823 2231.135 2228.281 2230.542 2231.896 2232.667 2231.76 2228.302 2232.375 2232.125 2229.781 2232.573 2232.438 2231.385 2230.938 2228.115 2229.01 2233.542 2238.135 2235.823 2239.74 2240.594 2251.25 2265.281 2293.583 2344.229 2431.76 2535.979 2647.531 2741.708 2824.5 2898.156 2958.188 3002.958 3036.01 3063.781 3083.208 3107.385 3120.323 3126.26]
287e6143-985b-42d1-9fde-40f766d99020;52.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2110.885 2098.531 2100.708 2098.531 2098.156 2101.385 2098.542 2098.365 2098.156 2096.813 2097.031 2102.063 2099.292 2097.281 2100.49 2101 2101.188 2101.823 2103.781 2105.521 2109.917 2125.323 2143.135 2183.521 2258.406 2377.792 2553.229 2778.969 3014.156 3218.521 3376.938 3484 3543.146 3585.531 3610.219 3622.156 3622.844 3629.594 3631.771 3635.385 3637.125 3638.938 3635.802 3637.052 3639.948]
287e6143-985b-42d1-9fde-40f766d99020;52.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2257.958 2231.25 2231.396 2230.5 2230.156 2232.719 2230.188 2231.167 2230.333 2232.24 2231.229 2233.49 2235.229 2233.958 2233.896 2232.125 2231.427 2234.729 2231.74 2234.781 2231.615 2235.854 2233.667 2234.927 2237.927 2240.781 2243.281 2252.063 2271.021 2301.083 2355.948 2434.073 2523.167 2616.479 2701.719 2781.167 2858.458 2914.875 2966.583 3008.625 3042.25 3067.698 3083.125 3096.052 3121.885]
287e6143-985b-42d1-9fde-40f766d99020;53.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2119.385 2114.177 2110 2107.906 2108.948 2106.75 2106.26 2109.448 2107.813 2108.74 2105.927 2111.417 2109.24 2109.583 2108.302 2107.917 2110.854 2111.469 2110.729 2114.302 2118.99 2129.844 2143.667 2175.021 2233.875 2333.958 2493.615 2719.198 2973.083 3227.073 3435.906 3585.906 3679.042 3743.646 3773.479 3794.677 3805.104 3806.573 3807.896 3813.521 3814.813 3810.75 3813.802 3814.896 3811.917]
287e6143-985b-42d1-9fde-40f766d99020;53.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2285.5 2253.25 2248.385 2249.146 2254.49 2250.531 2247.781 2249.708 2255.813 2254.896 2252.427 2254.594 2253.021 2255.406 2251.573 2258.969 2260.479 2255.396 2256.302 2257.5 2256.229 2260.635 2256.479 2257.906 2258.229 2263.583 2268.708 2277.438 2293.188 2323.969 2384.292 2464.188 2570.833 2678.792 2775.292 2873.802 2949.583 3012.24 3070.344 3109.104 3144.406 3171.656 3198.24 3217.979 3211.021]
287e6143-985b-42d1-9fde-40f766d99020;54.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2112.948 2106.042 2100.135 2106 2100.698 2102.344 2102.229 2103.531 2103.063 2098.385 2100.771 2100.781 2101.771 2102.604 2102.865 2102.281 2099.073 2105.729 2103.865 2103.594 2105.365 2101.542 2103.115 2102.979 2102.708 2104.177 2106.188 2107.583 2110.271 2119.281 2135.76 2168.229 2223.167 2331.135 2493.135 2708.781 2953.479 3167.125 3327.479 3445.271 3518.802 3564.479 3592.021 3605.219 3613.865]
287e6143-985b-42d1-9fde-40f766d99020;54.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2276.958 2237.625 2241.521 2241.115 2243.104 2240.583 2241.458 2240.573 2244.677 2244.396 2240.958 2243.135 2240.021 2241.688 2241.604 2243.021 2240.49 2239.146 2240.219 2244.208 2242.625 2239.313 2238.385 2242.625 2246.99 2246.719 2243.604 2252.833 2269.104 2293.156 2335.052 2405.25 2506.75 2639.125 2785.063 2917.51 3018.906 3080.667 3124.188 3141.865 3163.438 3178.823 3182.51 3182.427 3185.104]
287e6143-985b-42d1-9fde-40f766d99020;55.;HEX;Ct mono (1-20) 121119 Br;Отрицательный;45.;[2119.229 2106.844 2098.052 2100.542 2100.969 2100.563 2099.5 2101.969 2102.667 2105.01 2099.802 2099.729 2099.479 2099.448 2102.573 2099.969 2101.719 2100.563 2097.406 2100.26 2097.594 2102.969 2100.094 2101.094 2100.302 2101.865 2101.25 2098.25 2102.594 2103.49 2100.708 2098.25 2101.583 2099.042 2100.5 2102.365 2100.125 2104.885 2103.729 2104.24 2105.042 2106.229 2104.417 2103.156 2102.25]
287e6143-985b-42d1-9fde-40f766d99020;55.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2281.406 2243.167 2235.844 2237.635 2235.104 2233.813 2235.844 2235.719 2236.396 2237.292 2237.792 2240.531 2234.26 2238.052 2238.406 2236.417 2233.135 2237.125 2237.333 2233.583 2237.969 2237.958 2235.573 2239.375 2237.323 2242.563 2245.219 2249.865 2265.719 2283.948 2328.271 2396.281 2500.771 2623.146 2757.885 2876.219 2971.667 3041.271 3086.292 3119.375 3132.031 3136.719 3148.229 3149.365 3147.167]
287e6143-985b-42d1-9fde-40f766d99020;56.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2114.906 2113.146 2113.333 2111.385 2110.583 2110.083 2116.844 2111.052 2113.479 2111.052 2116.115 2112.229 2113.677 2110.74 2113.271 2109.708 2112.698 2113.667 2116.896 2112.271 2114.365 2115.385 2112.219 2114.542 2117.594 2114.24 2117.74 2121.438 2123.427 2130.76 2142.552 2170.344 2220.771 2310.531 2464.083 2690.677 2973.25 3238.656 3469.958 3638.219 3745.875 3810.417 3859.948 3891.823 3900.302]
287e6143-985b-42d1-9fde-40f766d99020;56.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2282.281 2282.167 2276.677 2276.771 2278.552 2280.969 2279.073 2280.688 2279.26 2284.719 2281.74 2278.677 2283.542 2285.729 2284.719 2283.865 2277.25 2284.021 2283.281 2282.448 2288.229 2287.854 2283.448 2289.021 2291.302 2286.5 2298.208 2304.406 2316.271 2339.323 2379.563 2451.583 2561.104 2692.927 2880.031 3025.396 3166.958 3276.979 3344.792 3377.042 3395.917 3418.115 3425.958 3429.979 3432.677]
287e6143-985b-42d1-9fde-40f766d99020;57.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2105.917 2103.667 2101.698 2101.74 2100.719 2102.469 2100.5 2099.854 2103.771 2104.177 2102.865 2102.375 2103.573 2103.01 2104.875 2101.281 2104.302 2106.25 2101.01 2106.865 2103.781 2103.094 2104.49 2106.281 2110.344 2117.156 2126.271 2151.365 2197.667 2276.646 2410.729 2601.969 2838.281 3078.854 3283.531 3431.458 3523.948 3580.198 3608.531 3629.073 3644.323 3649.74 3649.25 3655.469 3657.698]
287e6143-985b-42d1-9fde-40f766d99020;57.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2265.729 2246.167 2238.563 2240.885 2241.854 2242.323 2244.167 2243.125 2243.302 2244.938 2245.99 2248.042 2244.167 2242.917 2247.573 2250.719 2245.01 2250.708 2248.854 2248.594 2250.5 2252.323 2251.104 2255.802 2255.625 2257.49 2262.135 2266.26 2284.333 2304.135 2353.396 2432.938 2556.427 2706.865 2854.313 2967.917 3053.958 3113 3145.229 3179.292 3194.542 3208.625 3222.167 3223.281 3228.948]
287e6143-985b-42d1-9fde-40f766d99020;58.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2127.833 2110.906 2111.844 2109.656 2113.542 2113.125 2113.438 2113.344 2112.385 2114.552 2116.125 2116.052 2113.156 2116.302 2112.594 2115.448 2114.333 2117.302 2114.792 2122.708 2123.51 2133.708 2148.323 2177.479 2231.708 2330.677 2486.167 2706.177 2965.833 3215.073 3431.635 3585.302 3686.302 3748.427 3779.563 3796.25 3808.885 3823.167 3814.885 3831.219 3822.677 3820.948 3827.938 3840.146 3829.792]
287e6143-985b-42d1-9fde-40f766d99020;58.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2336.25 2282.781 2287.979 2293.156 2288.281 2293.76 2290.208 2295.552 2289.094 2292.781 2291.385 2298.344 2295.792 2295.417 2294.083 2297.198 2297.406 2291.26 2301.063 2299.01 2299.76 2301.031 2299.344 2298.552 2302.698 2304.198 2308.615 2321.646 2337.427 2374.583 2442.656 2545.656 2668.594 2791.729 2914.135 3010.344 3110.063 3182.479 3248.833 3285.26 3338.677 3355.896 3381.094 3407.604 3406.5]
287e6143-985b-42d1-9fde-40f766d99020;59.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2096.823 2093.354 2096.698 2102.125 2100.833 2097.031 2098.875 2100.531 2099.74 2103.708 2102.385 2103.396 2106.01 2102.521 2104.458 2106.49 2100.635 2101.656 2103.24 2106.302 2102.865 2104.865 2102.854 2107.229 2108.427 2109.635 2118.708 2130.938 2161.646 2207.146 2297.792 2438.479 2635.063 2876.656 3099.958 3282.885 3407.927 3492 3532.604 3555.885 3578.406 3587.521 3590.917 3598.917 3596.99]
287e6143-985b-42d1-9fde-40f766d99020;59.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2258.76 2247.448 2248.208 2249.74 2252.708 2253.667 2254.042 2255.042 2256.656 2258.156 2258.167 2263.323 2260.156 2257.74 2261.219 2257.51 2260.063 2260.802 2257.917 2264.271 2261.229 2263.385 2261.719 2262.156 2264.646 2266.99 2267.75 2275.49 2291.448 2313.094 2367.99 2443.417 2564.802 2722.542 2874.74 3005.208 3098.5 3158.479 3202.354 3240.615 3254.01 3271.729 3278 3285.188 3289.302]
287e6143-985b-42d1-9fde-40f766d99020;61.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2083.708 2089.469 2089.323 2087.917 2088.563 2087.281 2090.375 2092.958 2092.188 2093.781 2094.344 2090.698 2096.219 2098.865 2092.406 2097.167 2095.385 2095.667 2097.958 2100.021 2096.802 2096.823 2096.302 2098.302 2100.802 2101.656 2111.708 2123.76 2149.385 2205.771 2292.896 2436.635 2634.604 2874.771 3094.76 3268.75 3384.552 3460.24 3502.458 3523.854 3538.458 3547.125 3551.115 3557.135 3555]
287e6143-985b-42d1-9fde-40f766d99020;61.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2200.969 2201.552 2200.802 2206.313 2211.875 2204.833 2206.438 2209.844 2214.823 2215 2215.458 2216.375 2214.906 2219.323 2216.688 2220.875 2218.302 2217.698 2222.865 2221.979 2222.021 2218.281 2219.688 2220.969 2223.521 2227.365 2225.365 2231.75 2250.083 2266.146 2312.115 2381.531 2489.375 2615.083 2744.573 2855.313 2929.26 2986.396 3015.875 3035.854 3054.365 3063.365 3072.417 3082.469 3075.948]
287e6143-985b-42d1-9fde-40f766d99020;62.;HEX;Ct mono (1-20) 121119 Br;Отрицательный;45.;[2105.74 2096.875 2092.052 2092.365 2094.021 2094.156 2094.563 2096.427 2097.792 2097.76 2095.281 2095.438 2095.333 2097.51 2096.552 2098.104 2096.125 2096.49 2098.635 2100.74 2098.656 2096.917 2100.271 2101.719 2096.469 2098.063 2102.531 2099.375 2099.406 2098.781 2100.073 2103.458 2099.365 2103.604 2100.823 2101.927 2104.375 2103.531 2104.625 2104.406 2102.646 2103.01 2101.802 2105.292 2103.229]
287e6143-985b-42d1-9fde-40f766d99020;62.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2263.271 2237.104 2227.583 2233.156 2235.052 2229.406 2237.125 2235.188 2235.604 2235.865 2242.313 2235.698 2240.594 2239.396 2244.635 2238.646 2238.781 2247.833 2239.281 2243.615 2238.969 2244.74 2242.521 2243.875 2245.667 2250.979 2253.823 2259.344 2269.01 2289.094 2320.865 2381.24 2473.948 2601.083 2742.75 2868.188 2986.063 3064.115 3117.375 3151.875 3179.448 3197.354 3206.656 3204.802 3212.448]
287e6143-985b-42d1-9fde-40f766d99020;63.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2110.469 2101.083 2095.677 2099.729 2099.49 2099.26 2101.198 2096.469 2097.729 2103.01 2100.854 2097.271 2099.25 2099.5 2099.938 2100.458 2103.156 2102.188 2106.042 2112.177 2119.75 2136.667 2171.469 2230.021 2335.365 2502.323 2723.635 2977.083 3221.188 3417.323 3557.729 3646.885 3693.542 3732.969 3743.906 3746.052 3756.469 3756.729 3765.99 3768.083 3766.646 3766.396 3769.76 3771.167 3767]
287e6143-985b-42d1-9fde-40f766d99020;63.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2275.875 2230.792 2231.74 2235.802 2235.917 2234.083 2240.885 2238.042 2237.406 2242.417 2242.51 2239.833 2238.406 2238.802 2242.167 2240.365 2240.406 2241.219 2245.521 2245.802 2243.208 2243.823 2247.031 2246.885 2249.438 2249.125 2251.771 2259.198 2281.542 2309.583 2360.271 2431.781 2520.917 2609.104 2705.99 2792.052 2873.25 2947.49 3007.583 3049.615 3094.281 3124.667 3147.99 3162.552 3177.667]
287e6143-985b-42d1-9fde-40f766d99020;64.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2107.896 2098.667 2099.583 2096.896 2099.156 2097.188 2099.625 2097.74 2102.115 2100.521 2098.458 2099.427 2099.188 2101.51 2099.917 2101.031 2102.802 2102.667 2105.844 2100.323 2106.396 2110.927 2118.281 2132.885 2157.708 2212.865 2305.813 2453.573 2660.927 2912.635 3165.917 3374.656 3531.719 3637.646 3690.969 3723.021 3745.156 3750.073 3760.927 3764.854 3769.927 3762.427 3763.833 3773.813 3764.917]
287e6143-985b-42d1-9fde-40f766d99020;64.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2274.698 2242.865 2243.375 2240.135 2243.26 2244.458 2241.021 2238.688 2241.156 2244.302 2242.698 2246.875 2242.135 2248.198 2242.948 2243.021 2248.448 2243.865 2246.865 2251.438 2252.323 2245.104 2250.531 2251.479 2248.094 2254.458 2256.417 2270.542 2280.427 2308.323 2367.844 2456.406 2576.521 2694.167 2816.74 2912.552 2985 3053.865 3100.01 3130.615 3170.729 3187.865 3201.813 3220.927 3238.167]
287e6143-985b-42d1-9fde-40f766d99020;65.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2116.021 2099.333 2101.979 2104.844 2100.792 2099.771 2102.313 2101.667 2103.729 2102.719 2104.708 2102.323 2103.813 2106.073 2106.927 2102.802 2107.948 2106.031 2112.531 2116.438 2125.417 2144.281 2181.635 2247.99 2368.677 2540.365 2778.427 3045.083 3287.052 3479.802 3623.344 3706.99 3753.542 3783.073 3791.771 3786.885 3796.865 3799.198 3801.896 3807.542 3812.708 3808.292 3812.813 3818.646 3809.698]
287e6143-985b-42d1-9fde-40f766d99020;65.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2288.74 2245.604 2251.698 2253.021 2249.917 2253.917 2253.656 2252.719 2253.25 2252.469 2256.854 2257.896 2253.896 2256.271 2254.094 2257.802 2255.031 2260.729 2256.854 2257.24 2257.417 2259.188 2258.917 2262.313 2264.802 2262.479 2266.469 2281.708 2301.719 2333.646 2391.656 2467.365 2557.5 2659.615 2756.854 2846.896 2928.844 3001.625 3061.656 3109.229 3153.698 3179.885 3204.76 3235.177 3242.771]
287e6143-985b-42d1-9fde-40f766d99020;66.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2107.865 2099.5 2097.99 2098.26 2098.635 2099.26 2102.51 2101.344 2100.667 2102.052 2101.719 2104.021 2104.115 2098.573 2104.792 2101.5 2102.969 2101.042 2098.823 2101.031 2103.802 2102.26 2101.604 2104.698 2105.917 2107.031 2115.354 2122.302 2141.354 2177.531 2240.719 2355.521 2536.823 2772.281 3036.042 3262.417 3446.906 3568.896 3644.531 3687 3717.01 3732.26 3735.833 3745.948 3745.917]
287e6143-985b-42d1-9fde-40f766d99020;66.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2281.563 2252.5 2252.438 2251.354 2251.01 2254.469 2254.406 2250.167 2255.646 2255.688 2254.406 2260.521 2257.49 2258.635 2256.854 2262.052 2262.792 2258.292 2259.042 2260.917 2265.135 2261.26 2262.417 2262.677 2265.177 2268.375 2267.906 2281.021 2291.563 2315.906 2362.031 2439.958 2551.208 2698.427 2862.677 3011.104 3111.01 3172 3226.917 3253.823 3276.771 3289.656 3292.604 3310.24 3304.646]
287e6143-985b-42d1-9fde-40f766d99020;67.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2118.615 2101.604 2102.479 2103.865 2105.542 2100.833 2105.49 2103.271 2106.531 2103.24 2104.865 2109.719 2107.698 2108.323 2104.823 2114.021 2123.698 2130.51 2158.333 2204.438 2284.958 2420.917 2620.552 2874.646 3139.656 3378.365 3561.281 3682.729 3765.521 3806.656 3832.667 3853.302 3851.448 3866 3868.26 3864.583 3872.802 3868.635 3870.917 3874.354 3869.531 3865.99 3871.625 3871.917 3870.552]
287e6143-985b-42d1-9fde-40f766d99020;67.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2301.021 2258.531 2260.188 2263.375 2262.927 2261.969 2263.729 2263.927 2265.979 2262.854 2265.375 2266.948 2270.01 2271.01 2267.094 2267.75 2266.458 2272.031 2270.781 2267.271 2274.365 2270.656 2274.167 2276.104 2273.365 2276.365 2283.823 2295.625 2313.51 2335.688 2369.927 2409.865 2458.885 2511.885 2573.49 2640.542 2719.271 2799.49 2879.625 2954.938 3026.031 3090.719 3138.26 3188.646 3225.938]
287e6143-985b-42d1-9fde-40f766d99020;68.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2117.563 2099.896 2101.49 2105.729 2101.51 2102.604 2101.698 2105.052 2095.188 2101.271 2103.938 2104.323 2105.563 2102.229 2101.708 2106.927 2103.823 2106.917 2107.292 2104.729 2102.865 2106.51 2104.75 2110.313 2107.865 2109.844 2120.698 2135.49 2162.948 2209.948 2297.698 2449.677 2660.594 2920.427 3180.417 3385.104 3538.635 3637.917 3699.083 3727.073 3752.01 3765.583 3765.385 3774.99 3771.958]
287e6143-985b-42d1-9fde-40f766d99020;68.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2309.229 2253.406 2262.167 2261.771 2262.531 2264.177 2263.49 2265.521 2269.115 2262.833 2265.281 2265.135 2266.406 2266.208 2268.75 2269.135 2269.292 2267.802 2270.51 2271.104 2269.094 2265.896 2271.198 2270.719 2272.688 2275.75 2280.292 2286.5 2299.979 2328.49 2376.083 2458.427 2581.333 2738.51 2902.656 3047.094 3138.063 3216.042 3264 3297.635 3326.542 3333.521 3342.24 3346.896 3346.021]
287e6143-985b-42d1-9fde-40f766d99020;69.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2112.188 2100.906 2100.01 2101.938 2101.323 2105.5 2098.604 2103.01 2108.01 2102.281 2098.5 2104.542 2104.75 2107.99 2104.406 2102.563 2101.208 2106.177 2105.094 2106.396 2104.365 2105.292 2108.01 2109.729 2115.354 2120.365 2135.979 2160.792 2210.865 2297.917 2441.073 2651.656 2914.781 3173.719 3394.521 3555.156 3650.448 3714.688 3734.823 3757.813 3776.26 3772.625 3776 3778.417 3782.458]
287e6143-985b-42d1-9fde-40f766d99020;69.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2299.875 2266.073 2263.25 2263.906 2262.656 2264.667 2267.542 2268.167 2267.052 2271.521 2268.771 2272.156 2270.115 2267.563 2271.99 2273.917 2271.979 2272.74 2271.896 2273.188 2274.771 2270.927 2272.125 2274.417 2279.688 2280.51 2284.208 2296.01 2305.938 2328.813 2376.01 2451.271 2575.198 2738.521 2904.573 3038.792 3137.083 3208.135 3249.292 3288.781 3309.531 3320.51 3340.292 3339.229 3346.323]
287e6143-985b-42d1-9fde-40f766d99020;70.;HEX;Ct mono (1-20) 121119 Br;Отрицательный;45.;[2127.854 2111.323 2112.667 2114.781 2111.531 2113.51 2108.74 2114.188 2115.844 2113.281 2113.052 2112.438 2112.813 2114.448 2113.917 2112.156 2115.01 2110.594 2111.781 2112.667 2113.333 2116.104 2115.073 2120.375 2114.802 2114.323 2117.375 2113.552 2115.885 2116.229 2115.625 2112.792 2116.469 2114.281 2117.188 2122.25 2115.458 2118.125 2116.323 2117.177 2117.948 2119.865 2118.385 2119.188 2121.542]
287e6143-985b-42d1-9fde-40f766d99020;70.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2312.563 2266.302 2265.958 2267.99 2271.99 2274.594 2272.021 2272.229 2275.594 2275.76 2275.083 2277.323 2281.385 2277.698 2275.146 2278.844 2277.49 2274.635 2278.5 2285.073 2279.646 2274.563 2281.917 2285.823 2280 2280.469 2285.938 2292.729 2306.75 2325.427 2365.906 2431.76 2529.052 2657.927 2814.792 2971.333 3098.198 3187.479 3281.552 3316.313 3367.813 3377.052 3363.438 3373.948 3382.708]
287e6143-985b-42d1-9fde-40f766d99020;71.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2094.531 2094.313 2091.979 2095.948 2097.781 2094.01 2100.031 2095.948 2097.656 2096.396 2101.365 2100.729 2103.177 2098.073 2102.281 2101.75 2101.552 2103.927 2103.323 2101.896 2101.031 2098.854 2105.875 2101.844 2107.354 2107.01 2111.083 2110.073 2124.469 2137.677 2177.104 2237.802 2349.667 2519.719 2747.438 2996.542 3227.979 3399.135 3524.094 3591.521 3638.333 3664.531 3679.552 3686.042 3685.073]
287e6143-985b-42d1-9fde-40f766d99020;71.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2244.844 2251.25 2248.469 2249.177 2250.708 2255.094 2250.917 2258.938 2258.229 2260.563 2260.813 2261.115 2258.188 2264.844 2263.094 2262.333 2263.667 2268.802 2262.563 2267.979 2265.365 2264.635 2261.99 2266.115 2266.958 2270.344 2270.656 2275.458 2284.635 2308.969 2334.115 2385.531 2463.26 2592.365 2745.281 2902.688 3037.844 3133.354 3214.25 3246.115 3284.688 3331.323 3317.635 3324.208 3331.646]
287e6143-985b-42d1-9fde-40f766d99020;73.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2076.698 2072.875 2074.802 2073.094 2076.896 2075.333 2075.99 2080.375 2079.813 2078.802 2082.188 2081.042 2084.875 2086.01 2081.104 2085.167 2086.698 2096.094 2106.24 2127.635 2167.844 2233.042 2344.25 2512.365 2717.625 2930.875 3132.677 3280.01 3387.469 3456.188 3489.865 3513.854 3515.281 3533.323 3535.542 3535.74 3541.948 3555.573 3555.052 3548.615 3557.625 3559.104 3561.458 3566.094 3566.906]
287e6143-985b-42d1-9fde-40f766d99020;73.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2191.073 2190.938 2195.594 2200.865 2201.375 2202.896 2209.406 2204.813 2206.917 2210.292 2210.01 2213.115 2211.646 2217.125 2217.125 2212.635 2215.25 2220.865 2215.75 2217.365 2215.521 2218.896 2215.969 2216.5 2217.167 2219.781 2224.031 2233.271 2251.49 2274.958 2305.927 2345.208 2395.385 2446.229 2505.438 2571.219 2639.115 2703.271 2764.448 2828.469 2886.635 2921.948 2961.969 2997.781 3020.833]
287e6143-985b-42d1-9fde-40f766d99020;74.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2101.875 2096.458 2098.167 2095.396 2094.302 2096 2097.896 2094.26 2096.427 2095.729 2098.167 2099.844 2097.896 2095.094 2101.75 2100.229 2097.75 2098.396 2096.917 2100.396 2100.219 2103.177 2101.625 2106.021 2111.646 2127.698 2155.104 2198.01 2279.167 2419.958 2618.927 2870.01 3127.958 3352.146 3522.5 3624.063 3694.771 3724.365 3742.969 3761.271 3766.927 3765.25 3768.094 3775.677 3762.208]
287e6143-985b-42d1-9fde-40f766d99020;74.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2248.125 2240.771 2233.135 2232.823 2232.854 2236.823 2234.646 2237.052 2237.125 2236.052 2237.927 2235.125 2236.927 2240.906 2236.99 2243.01 2239.646 2240.49 2239.865 2240.417 2242.833 2240.521 2242.833 2247.563 2248.552 2245.635 2251.26 2257.052 2266.323 2293.479 2330.177 2402.25 2504.052 2633.875 2763.135 2886.573 2975.823 3049.229 3096.583 3138.344 3170.365 3189.333 3198.969 3215.979 3227.344]
287e6143-985b-42d1-9fde-40f766d99020;75.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2111.281 2099.552 2100.792 2100.438 2099.563 2102.854 2097.344 2099.938 2099.313 2098.875 2099.594 2102.708 2098.229 2103.396 2100.76 2100.698 2101.479 2102.531 2105.75 2101.042 2102.771 2102.063 2102.469 2102.552 2107.885 2118.396 2124.021 2143.042 2182.385 2247.292 2368 2549.771 2791.698 3055.51 3298.26 3491.365 3613.302 3684.5 3728.698 3751.729 3772.948 3777.604 3782.688 3778.698 3779.49]
287e6143-985b-42d1-9fde-40f766d99020;75.;Cy5;Ct mono (1-20) 121119 Br;Положительный;45.;[2288.854 2251.271 2251.094 2248.969 2254.094 2251.479 2251.979 2247.948 2251.698 2254.76 2252.156 2252.083 2250.896 2251.271 2251.583 2251.5 2251.927 2256.552 2255.49 2257.802 2255.594 2256.438 2258.865 2256.448 2261.302 2258.833 2264.948 2272.979 2281.292 2310.01 2351.927 2427.281 2550.552 2697.76 2851.448 2984.708 3073.063 3142.313 3186.156 3216.979 3237.969 3247.396 3261.333 3261.198 3265.917]
287e6143-985b-42d1-9fde-40f766d99020;76.;HEX;Ct mono (1-20) 121119 Br;Положительный;45.;[2116.594 2106.042 2103.083 2103.854 2103.146 2104.365 2099.521 2102.688 2107.271 2105.021 2105.417 2102.792 2107.385 2105.385 2105.302 2106.99 2104.552 2103.708 2111.615 2112.5 2117.75 2131.896 2149.281 2189.208 2263.469 2384.458 2567.198 2805.104 3062.646 3303.667 3493.5 3617.156 3696.927 3746.417 3777.208 3787.771 3802.292 3803.594 3799.906 3800.438 3811.49 3808.01 3807.469 3810.615 3807.625]
